Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Beschle (Felchlin),Switzerland,2011,Madagascar,Madagascar,64%,"3- B,S,C","chunky, nutty, banana",2
Beschle (Felchlin),Switzerland,2011,Venezuela,Maracaibo,88%,"3- B,S,C","bitter then nutty rustic, earthy",2
Beschle (Felchlin),Switzerland,2011,Venezuela,"Indigena Amazonia, Grand Cru, Quizas",72%,"3- B,S,C","creamy, banana, rich",3
Beschle (Felchlin),Switzerland,2011,Ecuador,Ecuador,72%,"3- B,S,C","creamy, nutty, cocoa",3
Bisou,U.S.A.,2015,Nicaragua,"Nicaragua, American style",76%,"2- B,S","bitter, molasses, flour",2
Bisou,U.S.A.,2015,Costa Rica,"San Andres, American style",76%,"2- B,S","molasses, metallic, earthy",2
Bisou,U.S.A.,2015,Costa Rica,"San Andres, silk",78%,"4- B,S,C,V","sour, tart, molasses",2
Bisou,U.S.A.,2015,Belize,Belize,86%,"4- B,S,C,V","mild bitter, diluted, vanilla",2
Bitacora,Venezuela,2018,Venezuela,Merida,70%,"4- B,S,C,L","gritty, spicy, earthy",2
Bitacora,Venezuela,2018,Venezuela,Carabobo,70%,"4- B,S,C,L","fatty, bland, nutty",2
Bitacora,Venezuela,2018,Venezuela,Aragua,70%,"4- B,S,C,L","smooth texture, earthy, nutty",3
Bittersweet Origins,U.S.A.,2008,Madagascar,Sambirano,71%,"2- B,S","rich cocoa, red berry, sour",2
Bittersweet Origins,U.S.A.,2008,Ghana,Ankasa,70%,"2- B,S","nutmeg, sour",2
Bittersweet Origins,U.S.A.,2008,Panama,Bocas del Toro,75%,"2- B,S","intense, rum, tea",3
Bittersweet Origins,U.S.A.,2008,Dominican Republic,Puerto Plata,68%,"2- B,S","nutty, astringent",3
Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,75%,"2- B,S","chalky, strong, harsh smoke",2
Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,75%,"2- B,S","rustic, red berry, woody",2
Bittersweet Origins,U.S.A.,2009,Dominican Republic,Puerto Plata,65%,"2- B,S","intense marshmallow, cocoa",3
Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,65%,"2- B,S",chocolate covered cherries,3
Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",65%,"2- B,S","pastey, off spicey, nutty",2
Bittersweet Origins,U.S.A.,2010,Madagascar,"Sambirano, 2009",70%,"2- B,S","red berry, strong wine, sour",2
Bittersweet Origins,U.S.A.,2010,Venezuela,"Ocumare, prototype",78%,"2- B,S","nutty, mild bitter",2
Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",75%,"2- B,S","dry, cardamom, medicinal",2
Bittersweet Origins,U.S.A.,2010,Blend,"2009 Hapa Nibby, Dominican Rep., Bali",70%,"2- B,S","robust, cocoa, fruity",3
Bittersweet Origins,U.S.A.,2012,Ghana,Ghana,72%,"3- B,S,C","roasted nuts, rich, roasty",3
Bixby,U.S.A.,2018,Haiti,Haiti,70%,"2- B,S","floral, molasses, chemical",2
Bixby,U.S.A.,2018,Guatemala,Guatemala,70%,"2- B,S","molasses, earthy, spicy",2
Bixby,U.S.A.,2018,Dominican Republic,Dominican Republic,70%,"2- B,S","sweet, sour milk",2
Bixby,U.S.A.,2019,Belize,Belize,70%,"2- B,S","off, rubbery, burnt molasses",2
Black Mountain,U.S.A.,2008,Dominican Republic,La Red,70%,"3- B,S,C","unrefined, fruity",2
Black Mountain,U.S.A.,2008,Venezuela,Carenero Superior,70%,"3- B,S,C","sweet grass, muted spice",2
Black Mountain,U.S.A.,2008,Nicaragua,Matiguas,70%,"3- B,S,C","rich, leather, woodsy",2
Black Mountain,U.S.A.,2021,Dominican Republic,"""Cocoa Nibs"", Hispaniola w/ nibs",70%,"4- B,S,C,L","bright fruit, crisp nibs, cocoa",3
Black River (A. Morin),U.K.,2014,Jamaica,Blue Mountain Region,70%,"4- B,S,C,L","fatty, nutty",2
Black Sheep,U.S.A.,2021,Colombia,"Sierra Nevada, batch 92",72%,"3- B,S,C","burnt caramel, cocoa, floral",2
Black Sheep,U.S.A.,2021,Belize,"Maya Mountain, batch 98",72%,"3- B,S,C",honey with subtle tobacco,2
Blanxart,Spain,2009,Blend,Organic Dark,72%,"4- B,S,C,V","oily, flat, woody, sour",2
Blanxart,Spain,2013,Congo,"Congo, Grand Cru",82%,"4- B,S,C,V","complex, fruity, mild bitter",3
Blue Bandana,U.S.A.,2012,Guatemala,Guatemala,70%,"3- B,S,C","chewy, complex,black pepper",3
Blue Bandana,U.S.A.,2012,Madagascar,Madagascar,70%,"3- B,S,C","gritty, tart red berry,powerful",3
Blue Bandana,U.S.A.,2016,Guatemala,Lachua,75%,"2- B,S","roasty, coffee, earthy",2
Blue Bandana,U.S.A.,2016,Dominican Republic,Zorzal Reserva,75%,"2- B,S","astringent, sour, coffee",2
Blue Bandana,U.S.A.,2016,Madagascar,"Akesson's E., Sambirano V.",82%,"2- B,S","sandy, tart, sour, sweet",3
Blue Bandana,U.S.A.,2016,Tanzania,Kokoa Kamili,75%,"2- B,S","bready, melon",3
Boho,U.S.A.,2017,Belize,Maya Mtn,70%,"3- B,S,C",pungent off flavor,2
Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68%,"2- B,S","sweet, dirty, off notes",2
Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72%,"2- B,S","sweet, fruit, chemical off note",2
Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74%,"2- B,S","grassy, savory, sour",2
Bonnat,France,2006,Blend,One Hundred,100%,,"acidic, bitter, dry",1
Bonnat,France,2006,Sri Lanka,Ceylan,75%,"3- B,S,C","vegetal, dominant tobacco",2
Bonnat,France,2006,Blend,"Carribean, Trinite",75%,"3- B,S,C","spice, woodsy, long lasting",3
Bonnat,France,2006,Venezuela,"Ocumare, Puerto Cabello",75%,"3- B,S,C","sandy, creamy, berry",3
Bonnat,France,2006,Madagascar,Madagascar,75%,"3- B,S,C","mellow, tart, coffee",3
Bonnat,France,2006,Venezuela,"Maracaibo, El Rosario",75%,"3- B,S,C","creamy, fatty, floral",3
Bonnat,France,2006,Venezuela,Chuao,75%,"3- B,S,C","creamy, coconut, tang",3
Bonnat,France,2007,Ecuador,Equateur,75%,"3- B,S,C","dry, floral, bitter",2
Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75%,"3- B,S,C","creamy, strawberry, nutty",3
Bonnat,France,2009,Peru,"Porcelana, Apotequil",75%,"3- B,S,C","flat, bread, earthy",2
Bonnat,France,2009,Ivory Coast,Ivory Coast,75%,"3- B,S,C","oily, intense cocoa, sl. Burnt",2
Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75%,"3- B,S,C","mild bitter, nut, possible mold",2
Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75%,"3- B,S,C","fatty, roasty, earthy",2
Bonnat,France,2011,Jamaica,Jamaique,75%,"3- B,S,C","oily, creamy, woody",2
Bonnat,France,2011,Cuba,Cuba,75%,"3- B,S,C","fatty, raisin, grape",3
Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",75%,"3- B,S,C","roasty, woody, mint",3
Bonnat,France,2011,Peru,Piura Blanco,75%,"3- B,S,C","creamy, cocoa, smokey",3
Bonnat,France,2011,Brazil,Juliana,75%,"3- B,S,C","oily,fatty, rich, nutty",3
Bonnat,France,2011,Brazil,Libanio,75%,"3- B,S,C","chunky, very grassy, mild mint",3
Bonnat,France,2011,Haiti,Haiti,75%,"3- B,S,C","grassy, black pepper",3
Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",75%,"3- B,S,C","fatty, spicy, gentle roast",3
Bonnat,France,2013,Gabon,Gabon,75%,"3- B,S,C","fatty, roasty, black pepper",2
Bonnat,France,2013,Brazil,Maragnam,75%,"3- B,S,C","oily, roasted nuts, rich cocoa",3
Bonnat,France,2014,Dominican Republic,"Los Colorados, Santo Domingo, Equateur",75%,"3- B,S,C","roasty, tobacco, earthy",2
Bonnat,France,2014,Blend,"Surfin, Venez,Africa,Brasil,Peru,Mex",65%,"3- B,S,C","complex, brownie,mint, spice",3
Bonnat,France,2014,Brazil,Kaori,75%,"3- B,S,C","creamy, homey, nutty",3
Bonnat,France,2016,Mexico,Selva Maya,75%,"3- B,S,C","heavy roast, fatty, gateway",3
Bonnat,France,2018,Peru,Madre de Dios,75%,"3- B,S,C","oily, subtle, mild coffee",3
Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75%,"3- B,S,C","creamy, rich, complex",3
Bonnat,France,2021,Nicaragua,"El Castillero, Indio Maiz",75%,"3- B,S,C","bold, woody, nut, roasty, creamy",3
Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",100%,,"cardboard, very bitter, floral",1
Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,"El Oro, Hacienda de Oro",77%,"2- B,S","sticky, lavendar, molasses",2
Bowler Man,U.S.A.,2014,Belize,Maya Mountain,70%,,"sandy, vanilla, candy-like",2
Bowler Man,U.S.A.,2014,Dominican Republic,Conacado,70%,,"gritty, sweet, mild coffee",2
Brasstown,U.S.A.,2018,Ecuador,Esmeraldas,75%,"3- B,S,C","balanced, floral, honey",3
Brasstown,U.S.A.,2018,Peru,Ucayali,70%,"3- B,S,C","sweet, rich mocha, acidic",3
Brasstown,U.S.A.,2018,Bolivia,"Wild Bolivia, Sucre",70%,"3- B,S,C","nuts, fruit",3
Brasstown,U.S.A.,2021,Tanzania,Kokoa Kamili,62%,"3- B,S,C","very sweet, melon, caramel",2
Brasstown aka It's Chocolate,U.S.A.,2013,Dominican Republic,Cooproagro,72%,"5- B,S,C,V,L","oily, vanilla, caramel, dairy",2
Brasstown aka It's Chocolate,U.S.A.,2013,Ecuador,"Camino Verde, Guayas",70%,"5- B,S,C,V,L","intense, alocohol, floral",2
Brasstown aka It's Chocolate,U.S.A.,2013,Ghana,"Ghana, batch 021813",75%,"5- B,S,C,V,L","fatty, brownie, nutty",3
Brasstown aka It's Chocolate,U.S.A.,2013,Venezuela,"Chuao, Mantuano blend, batch 23613",85%,"5- B,S,C,V,L","intense, cooked banana",3
Brasstown aka It's Chocolate,U.S.A.,2014,Belize,Maya Mountain,70%,"3- B,S,C","intense, cocoa, complex",3
Brasstown aka It's Chocolate,U.S.A.,2014,Venezuela,Chuao,70%,"3- B,S,C","intense, raisins, roasty",3
Brasstown aka It's Chocolate,U.S.A.,2015,Dominican Republic,"Conacado, batch 001515",68%,"3- B,S,C","complex, brownie, lime, rich",3
Brasstown aka It's Chocolate,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov.",70%,"3- B,S,C","nutty, slight hammy, rich",3
Brasstown aka It's Chocolate,U.S.A.,2016,Nicaragua,"O'payo, Waslala",70%,"3- B,S,C","simple, rich cocoa",3
Brasstown aka It's Chocolate,U.S.A.,2017,Dominican Republic,Elvesia P.,70%,"3- B,S,C","earthy, cherries",2
Brasstown aka It's Chocolate,U.S.A.,2017,Ecuador,Manabi,75%,"3- B,S,C","sandy, floral, honey",3
Brazen,U.S.A.,2015,Madagascar,Ambolikapiky P.,80%,"3- B,S,C","bitter, tart, acidic",2
Brazen,U.S.A.,2015,Dominican Republic,Elvesia P.,60%,"3- B,S,C","roasty, sweet, brownie",2
Brazen,U.S.A.,2015,Dominican Republic,Elvesia P.,80%,"3- B,S,C","bitter, dark berry, fatty",2
Brazen,U.S.A.,2015,Belize,Maya Mountain,80%,"3- B,S,C","mild smoke, raisins, coffee",2
Brazen,U.S.A.,2015,Madagascar,Ambolikapkly P.,60%,"3- B,S,C","citrus, sweet, cocoa",2
Brazen,U.S.A.,2015,Guatemala,"Alta Verapaz, 2014, batch 69",70%,"2- B,S","tart, tea, leather, sour",3
Breeze Mill,U.S.A.,2013,Jamaica,Jamaica,70%,"4- B,S,C,V","chalky, sandy, tart, bland",2
Bright,Australia,2014,Trinidad,Gran Couva,68%,"3- B,S,C","fatty, sweet, metallic",2
Bright,Australia,2014,Madagascar,Somia Plantation,72%,"3- B,S,C","sweet, mild molasses, bland",2
Bright,Australia,2014,Dominican Republic,Marabel Farms,70%,"3- B,S,C","spicy, black pepper, banana",3
Bright,Australia,2014,Ecuador,"Camino Verde, Balao, Guayas",72%,"3- B,S,C","floral, banana",3
Britarev,Russia,2015,Ecuador,Ecuador,70%,"2- B,S","powdery, floral, molasses",2
Bronx Grrl Chocolate,U.S.A.,2013,Dominican Republic,Dominican Republic,68%,"3- B,S,C","gritty, sweet, brownie",2
Bullion,U.K.,2018,Bolivia,"Alto Beni, No.2, Batch 17, 2016",70%,"3- B,S,C","dirt, earthy, floral",2
Bullion,U.K.,2018,Guatemala,"Lanquin, No.3, Batch 21, 2016",70%,"3- B,S,C",roasty and under refined,2
Burnt Fork Bend,U.S.A.,2014,Ecuador,"Ecuador, Bob Bar",60%,"3- B,S,C","sweet, sour dairy",2
Burnt Fork Bend,U.S.A.,2014,Trinidad,"Trinidad, batch 05050114",72%,"3- B,S,C","high roast, coffee, spicy",2
Burnt Fork Bend,U.S.A.,2014,Belize,Belize,72%,"3- B,S,C","roasty, fruit, mild metallic",2
Burnt Fork Bend,U.S.A.,2014,Blend,Blend,72%,"3- B,S,C","coffee, high roast, spicy",2
Burnt Fork Bend,U.S.A.,2014,Ecuador,"Mindo, batch 01040914",72%,"3- B,S,C","floral, mild citrus, orange",3
By Cacao,South Korea,2019,Ecuador,Ecuador,70%,"2- B,S","smokey, sour",2
Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70%,"2- B,S*","molasses, sour notes",2
Cacai Cacao,Taiwan,2019,Philippines,Davao,70%,"2- B,S*",base cocoa w/ palm notes,3
Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70%,"4- B,S,C,L","off pungent, grassy, melon",2
Cacao 70,Canada,2019,Guatemala,Asochivite,70%,"4- B,S,C,L","vegetal, unique",3
Cacao 70,Canada,2019,Bolivia,Beniano,70%,"4- B,S,C,L",subtle but refreshing,3
Cacao Arabuco,Puerto Rico,2015,Puerto Rico,Puerto Rico,70%,"2- B,S","dirt, floral, sweet",2
Cacao Atlanta,U.S.A.,2010,Venezuela,Patanemo,75%,"2- B,S","over roasted, bitter, nutty",1
Cacao Atlanta,U.S.A.,2010,Dominican Republic,"Dominican Republic, ""Love Bar""",75%,"2- B,S","oily, buttery, intense",2
Cacao Atlanta,U.S.A.,2010,Dominican Republic,Dominican Republic w/ nibs,75%,"2- B,S","creamy, burnt wood",2
Cacao Atlanta,U.S.A.,2014,Peru,Tumbes,75%,"2- B,S","roasty, almost burnt, intense",2
Cacao Barry,France,2007,Venezuela,Venezuela,72%,"5- B,S,C,V,L","sandy, dairy, cocoa",1
Cacao Barry,France,2007,Mexico,Mexico,66%,"5- B,S,C,V,L","creamy, woody, cocoa",2
Cacao Barry,France,2008,Tanzania,Tanzania,75%,"5- B,S,C,V,L","dry, flat flavor, astringent",1
Cacao Barry,France,2010,Dominican Republic,Santo Domingo,70%,"5- B,S,C,V,L","spice, fruit medley, roasty",2
Cacao Barry,France,2016,Haiti,Grand 'Anse,65%,"5- B,S,C,V,L","gritty, sweet, citrus",3
Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B8",72%,"2- B,S","light color, dirty, musty",2
Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B9",72%,"2- B,S","light color, dirty, astringent",2
Cacao Betulia,Switzerland,2018,Colombia,"H. Betulia, Antioquia, B6",72%,"2- B,S","light color, creamy, hazelnut",3
Cacao de Origen,Venezuela,2014,Venezuela,"Agua Fria; Sucre region, H. La Trinidad",75%,"2- B,S","intense, earthy, fuel",2
Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",74%,"2- B,S","nutty, intense, leathery",2
Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",75%,"2- B,S","bright fruit, strawberry",3
Cacao de Origen,Venezuela,2014,Venezuela,"Chuao, Aragua region, H. La Trinidad",70%,"2- B,S","fruity, nutty, brownie",3
Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,74%,"2- B,S","intense, black licorice, nutty",2
Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,75%,"2- B,S","spicy, nutty, ends sour",2
Cacao de Origen,Venezuela,2015,Venezuela,Chuao,77%,"2- B,S","assertive, fruity, acidic",3
Cacao de Origen,Venezuela,2018,Venezuela,Carupano Pintao,75%,"2- B,S","sandy, chalky, earthy",2
Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75%,"2- B,S","high astringent, sandy, grass",2
Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70%,"2- B,S","raspberry, dirty, sour",2
Cacao Gonzales,U.S.A.,2018,Venezuela,Chuao,70%,"2- B,S","poor texture, earthy",2
Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69%,"4- B,S,C,L","green, vegetal, soil, fuel",2
Cacao Hunters,Colombia,2014,Colombia,Arauca,70%,"4- B,S,C,L","intense, spice",2
Cacao Hunters,Colombia,2014,Colombia,Sierra Nevada,64%,"4- B,S,C,L","intense, marshmallow, fruit",3
Cacao Hunters,Colombia,2014,Colombia,Tumaco,70%,"4- B,S,C,L","earthy, woody, smoke",3
Cacao Hunters,Colombia,2015,Colombia,Arhuacos,72%,"3- B,S,C","rich, nutty, acidic",3
Cacao Hunters,Colombia,2016,Colombia,Macondo,71%,"3- B,S,C","distinct, short, dried fruit",3
Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74%,"3- B,S,C","mild cocoa, astringent",3
Cacao Market,U.S.A.,2016,Honduras,"Jutiapa, lot 050916D",70%,"4- B,S,C,L","deep cocoa, fatty, dairy",3
Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republicm, rustic",72%,"2- B,S","rustic, sweet, one dimensional",2
Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republic, rustic",65%,"2- B,S","rustic, gritty, sweet, fruit",2
Cacao Prieto,U.S.A.,2011,Dominican Republic,Dominican Republic,66%,"2- B,S","creamy,blueberry,black pepper",3
Cacao Prieto,U.S.A.,2012,Dominican Republic,"Criollo, Dominican Republic",72%,"2- B,S","oily, cherry, rich cocoa",3
Cacao Sampaka,Spain,2009,Mexico,"Porcelana, Tabasco, La Joya",70%,"4- B,S,C,L",distinct lemon,3
Cacao Sampaka,Spain,2009,Mexico,"Xoconusco, Chiapas, cacao Real",70%,"4- B,S,C,L","creamy, nutty, banana, rich",3
Cacao Sampaka,Spain,2010,Grenada,Grenada,71%,"4- B,S,C,L","silky, ""Andes"" mint, off nutty",2
Cacao Sampaka,Spain,2010,Madagascar,Madagascar,71%,"4- B,S,C,L","creamy, earthy, dark roast",3
Cacao Sampaka,Spain,2010,Venezuela,Venezuela,71%,"4- B,S,C,L","gritty, fudge-like, nutty",3
Cacao Sampaka,Spain,2010,Venezuela,Venezuela,77%,"4- B,S,C,L","intense, roasty, rich cocoa",3
Cacao Sampaka,Spain,2010,Ecuador,Ecuador,71%,"4- B,S,C,L","creamy, mild spice, hazelnut",3
Cacao Sampaka,Spain,2010,Papua New Guinea,Papua,71%,"4- B,S,C,L","creamy, mild spice, cocoa",3
Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70%,"4- B,S,C,L","rich, cherries, acidic",3
Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Dominican Republic,"Zorzal Reserve, Hispaniola, batch 239",72%,"4- B,S,C,V","cocoa butter dominates, cocoa",2
Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Peru,Ucayali,72%,"4- B,S,C,V","intense,sweet,vanilla dominate",2
Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Ecuador,Costa Esmeraldas,72%,"4- B,S,C,V","cocoa base, sweet, earthy",2
Cacao Store,Japan,2015,Madagascar,Madagascar,70%,"2- B,S","sour milk, off, late tart",2
Cacao Store,Japan,2015,Peru,Peru,70%,"2- B,S","dried fruit, sour, nutella",2
Cacao Store,Japan,2015,Vietnam,Vietnam,70%,"2- B,S","balanced, dairy, spicy",3
Cacaodada,South Korea,2018,Ghana,Ghana,70%,,"high astringent, earthy",2
Cacaodada,South Korea,2018,Dominican Republic,Dominican Republic,70%,,"creamy, complex, astingent",2
Cacaodada,South Korea,2018,Ecuador,Ecuador,70%,,"floral, rum",3
Cacaosuyo,Peru,2021,Peru,Chuncho-Cuzco,70%,"2- B,S","herbal, cocoa tea",3
Cacaosuyo,Peru,2021,Peru,"Lakuna, Amazonas, silvestre",70%,"2- B,S","complex, floral, spicy, fruit",3
Cacaosuyo,Peru,2021,Peru,Cuzco,80%,"2- B,S","smooth, slow, mild grape",3
Cacaosuyo,Peru,2021,Peru,Piura Select,70%,"2- B,S",chocolate and grapes,3
Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Pichincha,91%,"4- B,S,C,L","klingy, hint of fruit, very bitter",1
Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Bolivar,82%,"4- B,S,C,L","cloying, fatty, bitter",2
Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Amazonia,63%,"4- B,S,C,L","sandy, sweet, bold citrus",3
Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Esmeraldas,71%,"4- B,S,C,L","dry, spicy, fruity",3
Callebaut,Belgium,2007,Ecuador,Baking,70%,,"bitter, cocoa",1
Callebaut,Belgium,2008,Grenada,Grenade,60%,,"sweet, metallic, vanilla",2
C-Amaro,Italy,2011,Sao Tome,Sao Tome,78%,"2- B,S",burnt up front,1
C-Amaro,Italy,2011,Trinidad,Trinidad,70%,"2- B,S","burnt coffee, fatty",2
C-Amaro,Italy,2012,Venezuela,Venezuela,80%,"2- B,S","nutty, ashey, coffee",2
C-Amaro,Italy,2013,Ecuador,Ecuador,100%,1- B,"fatty, controlled bitter, fruit",3
C-Amaro,Italy,2014,Cuba,Cuba,75%,"2- B,S","intense, ashey, earthen",2
C-Amaro,Italy,2014,Dominican Republic,Dominican Republic,72%,"2- B,S","intense, fatty, brownie",2
C-Amaro,Italy,2014,Blend,"Lago di Como, Blu",70%,"2- B,S","oily surface, berry, cream",3
Cao,U.S.A.,2016,Venezuela,Porcelana,75%,"3- B,S,C","nutty, burnt, fuel",2
Cao,U.S.A.,2016,Tanzania,Tanzania,73%,"3- B,S,C","sweet, acidic, fatty",2
Cao,U.S.A.,2016,Venezuela,"Porcelana, Batch 5163",70%,"3- B,S,C",strong nutty with off notes,2
Cao,U.S.A.,2016,Bolivia,Bolivia,75%,"3- B,S,C","sandy, bold, cherry",2
Cao,U.S.A.,2016,Brazil,Brazil,70%,"3- B,S,C","dairy, chocolate, mild fruit",2
Caofiori,Colombia,2021,Colombia,Arauca,70%,"4- B,S,C,L","spice, oats, nutty, fatty",2
Caofiori,Colombia,2021,Colombia,Tumaco,70%,"4- B,S,C,L","spice, honey, fatty",2
Caofiori,Colombia,2021,Colombia,Choco,70%,"4- B,S,C,L","single note of cocoa, fatty",3
Caofiori,Colombia,2021,Colombia,Meta,70%,"4- B,S,C,L","cocoa base, fruit, creamy",3
Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,77%,"4- B,S,C,L","grainy, intense, bitter",1
Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,77%,"4- B,S,C,L","perfume, chemical off note",2
Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,77%,"4- B,S,C,L","crumbly, cinamon",2
Caoni (Tulicorp),Ecuador,2008,Ecuador,Manabi,55%,"4- B,S,C,L","sweet, floral, yogurt",2
Caoni (Tulicorp),Ecuador,2008,Ecuador,Los Rios,55%,"4- B,S,C,L","sticky, sweet, grassy",2
Caoni (Tulicorp),Ecuador,2008,Ecuador,Esmeraldas,55%,"4- B,S,C,L","sandy, sweet, spicy",3
Captain Pembleton,New Zealand,2014,Papua New Guinea,"Saidor Estate, Madang P.",70%,"3- B,S,C","mild smoke, melon",3
Captain Pembleton,New Zealand,2014,Papua New Guinea,Kulili Estate,70%,"3- B,S,C","tart, malt, mild smoke",3
CAR Artisan,U.S.A.,2021,Nicaragua,"La Colonia, batch 5",70%,"3- B,S,C","burnt blueberry, off",2
CAR Artisan,U.S.A.,2021,Tanzania,"Kokoa Kamili, batch 9",70%,"3- B,S,C","unusually tart, nutty",2
CAR Artisan,U.S.A.,2021,Peru,"Ucayali, batch 12",70%,"3- B,S,C","intense, cooked black licorice",2
CAR Artisan,U.S.A.,2021,Mexico,"Soconusco, batch 2",70%,"3- B,S,C","strong tobacco, grassy",2
Caribeans,Costa Rica,2012,Costa Rica,Costa Rica,80%,"2- B,S","fatty, fruit, muted",2
Caribeans,Costa Rica,2012,Costa Rica,Costa Rica,72%,"2- B,S","fatty, woody, coffee",2
Caribeans,Costa Rica,2015,Costa Rica,"Talamanca, Raul-Kekoldo community",72%,"2- B,S","floral, earthy, acidic",2
Caribeans,Costa Rica,2015,Guatemala,"Antigua, Special Reserve",72%,"3- B,S,C","woody, spicy, tobacco",3
Caribeans,Costa Rica,2015,Costa Rica,Anselmo Paraiso Estate,72%,"2- B,S","acidic, astringent, spicy",3
Carlotta Chocolat,Colombia,2016,Colombia,Arauca,65%,"3- B,S,C","sweet, marshmallow",2
Carlotta Chocolat,Colombia,2016,Colombia,Tumaco,65%,"3- B,S,C","nutty, grain, late choco",2
Carlotta Chocolat,Colombia,2016,Colombia,Cordoba,65%,"3- B,S,C","mild smoke, sweet edge",2
Carlotta Chocolat,Colombia,2016,Colombia,Huila,65%,"3- B,S,C","overly sweet, mild spice",3
Carlotta Chocolat,Colombia,2016,Colombia,"Cesar, CCN51",65%,"3- B,S,C","sweet, grassy, nutty",3
Casa,U.S.A.,2018,Blend,"Ecuador, Vietnam",75%,"2- B,S","off notes, vanilla",1
Casa Lasevicius,Brazil,2019,Brazil,"Fazenda Camboa, Bahia, 2018",71%,"2- B,S","sandy, intense, sweet, rich",2
Casa Lasevicius,Brazil,2019,Brazil,"Amazon Forest, 2018",65%,"2- B,S","molasses, rich, vegetal",2
Castronovo,U.S.A.,2013,Peru,"San Martin, batch 155",70%,"3- B,S,C","sandy, fruity, acidic, metallic",2
Castronovo,U.S.A.,2013,Peru,"Tumbes, batch 176",70%,"3- B,S,C","molasses, cocoa",2
Castronovo,U.S.A.,2013,Bolivia,"Bolivia, batch 166",70%,"3- B,S,C","sandy, tobacco, molasses",2
Castronovo,U.S.A.,2013,Venezuela,"Guaniamo, batch 173",72%,"3- B,S,C",mild metallic and spice,2
Castronovo,U.S.A.,2013,Venezuela,"Guaniamo, Amazonas, batch 159",70%,"3- B,S,C","sandy, nutty, cocoa",2
Castronovo,U.S.A.,2013,Nicaragua,"Nicaragua, batch 164",72%,"3- B,S,C","sandy, molasses, spice",2
Castronovo,U.S.A.,2013,Dominican Republic,"Conacado, batch 161",73%,"2- B,S","sandy, mild intensity, fruit",3
Castronovo,U.S.A.,2014,Dominican Republic,Elvesia P.,70%,"3- B,S,C","soapy, earthy",2
Castronovo,U.S.A.,2014,Colombia,"Sierra Nevada, batch 1",72%,"3- B,S,C","caramel, molasses, fruit",3
Castronovo,U.S.A.,2014,Colombia,"Arauca, batch 280",76%,"3- B,S,C","caramel, sweet, delicate",3
Castronovo,U.S.A.,2015,Honduras,"the lost city, gracias a dias, batch 362",72%,"3- B,S,C","roasty, black pepper, nutty",3
